,searched_zipcode,searched_lat,searched_lng,searched_address,searched_state,searched_city,searched_metro,latitude,longitude,distance,loc_name,loc_number,url,address,cuisines,delivery_time_raw,delivery_time,review_count,review_rating,cuisines split
188,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,26.6824727,-80.1485715,0.0,Boarderie,2174992,https://www.doordash.com/store/2174992/?pickup=false,"352 Tall Pines Rd, West Palm Beach, FL 33413, USA",Party Platers|Party,2875 - 2885,2880,212,4.1,"['Party Platers', 'Party']"
192,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6927202,-73.9484961,0.966323943,Lucky's Wine & Spirits,1726424,https://www.doordash.com/store/1726424/?pickup=false,"641 Marcy Ave, Brooklyn, NY 11206, USA","Alcohol|Beer, Wine & Spirits|Liquor Store",16 - 26,21,51,4.9,"['Alcohol', 'Beer, Wine & Spirits', 'Liquor Store']"
193,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6835054,-73.9442139,0.46791402,AKC Wine & Liquor,1801504,https://www.doordash.com/store/1801504/?pickup=false,"402 Tompkins Ave, Brooklyn, NY 11216, USA","Alcohol|Beer, Wine & Spirits|Liquor Store",22-Dec,17,417,4.9,"['Alcohol', 'Beer, Wine & Spirits', 'Liquor Store']"
196,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.664335,-73.945124,1.043010085,Brooklyn Wine & Liquor,2238541,https://www.doordash.com/store/2238541/?pickup=false,"511 Empire Blvd, Brooklyn, NY 11225, USA","Alcohol|Beer, Wine & Spirits|Liquor Store",21 - 31,26,36,4.8,"['Alcohol', 'Beer, Wine & Spirits', 'Liquor Store']"
199,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6702442,-73.9279334,1.331300253,Crown Heights Wine & Liquor,2189582,https://www.doordash.com/store/2189582/?pickup=false,"1524 St Johns Pl, Brooklyn, NY 11213, USA","Alcohol|Beer, Wine & Spirits|Liquor Store",19 - 29,24,28,4.7,"['Alcohol', 'Beer, Wine & Spirits', 'Liquor Store']"
202,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6888503,-73.9548106,0.725254344,Rand Liquor Store,1467722,https://www.doordash.com/store/1467722/?pickup=false,"Rand Liquor Store, 1029 Bedford Ave, Brooklyn, NY 11205, USA","Convenience|Beverages|Margarita|Liquor Store|Alcohol|Beer, Wine & Spirits",21-Nov,16,441,4.9,"['Convenience', 'Beverages', 'Margarita', 'Liquor Store', 'Alcohol', 'Beer, Wine & Spirits']"
205,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6753083,-73.9564986,0.390257334,Franklin Liquor,1468230,https://www.doordash.com/store/1468230/?pickup=false,"FRANKLIN LIQUOR CORP, 680 Franklin Ave, Brooklyn, NY 11238, USA","Beer, Wine & Spirits|Liquor Store",14 - 24,19,54,4.6,"['Beer, Wine & Spirits', 'Liquor Store']"
208,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.678695,-73.9637722,0.686182918,Arena Wine & Liquor Deport Corp,1466129,https://www.doordash.com/store/1466129/?pickup=false,"633 Washington Ave, Brooklyn, NY 11238, USA","Beer, Wine & Spirits|Liquor Store|Alcohol|Wine",13 - 23,18,107,4.8,"['Beer, Wine & Spirits', 'Liquor Store', 'Alcohol', 'Wine']"
211,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6699057,-73.9364184,0.968808855,Prohibition Wine and Liquor,1509553,https://www.doordash.com/store/1509553/?pickup=false,"271 Troy Ave, Brooklyn, NY 11213, USA","Beer, Wine & Spirits|Liquor Store",16 - 26,21,127,4.9,"['Beer, Wine & Spirits', 'Liquor Store']"
214,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6894003,-73.9722806,1.346922023,Beer on wheels,1480617,https://www.doordash.com/store/1480617/?pickup=false,"186 Dekalb Ave, Brooklyn, NY 11205, USA",Beer Bar|Liquor Store,19 - 29,24,191,4.8,"['Beer Bar', 'Liquor Store']"
217,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6659073,-73.9507488,0.892968445,I Love Pet Food And Supplies,2703145,https://www.doordash.com/store/2703145/?pickup=false,"901 Nostrand Ave., Brooklyn, NY 11225, USA",Pet Stores|Pet Food|Pet Cleanup|Pet Grooming Products|Dog Food|Pet Care|Dog Treats|Cat Food|Cat Treats|petco,18 - 28,23,8,5.0,"['Pet Stores', 'Pet Food', 'Pet Cleanup', 'Pet Grooming Products', 'Dog Food', 'Pet Care', 'Dog Treats', 'Cat Food', 'Cat Treats', 'petco']"
220,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6779795,-73.9726817,1.154450938,Dao Palate,28829,https://www.doordash.com/store/28829/?pickup=false,"329 Flatbush Ave, Brooklyn, NY 11217, USA",Dessert|Soup|Salads|Noodles|Fried Rice,21 - 31,26,1081,4.7,"['Dessert', 'Soup', 'Salads', 'Noodles', 'Fried Rice']"
223,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6695896,-73.9581929,0.750222279,Juicy King Crab Express,1253233,https://www.doordash.com/store/1253233/?pickup=false,"837 Franklin Ave, Brooklyn, NY 11225, USA",Seafood|Chicken Wings|Crab|Fries,17 - 27,22,1411,4.6,"['Seafood', 'Chicken Wings', 'Crab', 'Fries']"
226,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.671249,-73.9579362,0.647413032,El Barrio Burritos,313262,https://www.doordash.com/store/313262/?pickup=false,"796 Franklin Ave, Brooklyn, NY 11238, USA",Mexican|Burritos|Quesadillas|Tacos|Dessert,14 - 24,19,1530,4.8,"['Mexican', 'Burritos', 'Quesadillas', 'Tacos', 'Dessert']"
229,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.678594,-73.9681844,0.917448157,Ample Hills,989601,https://www.doordash.com/store/989601/?pickup=false,"623 Vanderbilt Ave, Brooklyn, NY 11238, USA",Delivery|Ice Cream|Dessert,14 - 24,19,390,4.8,"['Delivery', 'Ice Cream', 'Dessert']"
232,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6657301,-73.9511757,0.905579891,La Estrella Del Castillo,313255,https://www.doordash.com/store/313255/?pickup=false,"948 Nostrand Ave, Brooklyn, NY 11225, USA",Seafood|Dessert|Healthy,28 - 38,33,434,4.4,"['Seafood', 'Dessert', 'Healthy']"
235,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6751674,-73.9746829,1.283057685,Bar Basic,145558,https://www.doordash.com/store/145558/?pickup=false,"Bar Basic, 71 7th Ave, Brooklyn, NY 11217, USA",American|Snacks|Tacos|Sandwiches|Burgers,23 - 33,28,220,4.8,"['American', 'Snacks', 'Tacos', 'Sandwiches', 'Burgers']"
238,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6819284,-73.9584608,0.460519976,BUSHWICK TACO CO,1479760,https://www.doordash.com/store/1479760/?pickup=false,"1081 Fulton St, Brooklyn, NY 11238, USA",Mexican|Tacos|Dessert,19-Sep,14,456,4.6,"['Mexican', 'Tacos', 'Dessert']"
241,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6803608,-73.9526261,0.146911958,Basquiat’s Bottle,999676,https://www.doordash.com/store/999676/?pickup=false,"Basquiat's Bottle, 1198 Fulton St, Brooklyn, NY 11216, USA",Chicken Wings|Tacos|Alcohol|Black Owned,16 - 26,21,415,4.1,"['Chicken Wings', 'Tacos', 'Alcohol', 'Black Owned']"
244,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6818059,-73.9346505,0.864502309,Peaches,21211,https://www.doordash.com/store/21211/?pickup=false,"393 Lewis Ave, Brooklyn, NY 11233, USA",Southern|Alcohol|Dessert|Brunch|Sandwiches,30 - 40,35,2000,4.7,"['Southern', 'Alcohol', 'Dessert', 'Brunch', 'Sandwiches']"
247,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.68810592,-73.96267811,0.897704487,Peaches Shrimp & Crab,28310,https://www.doordash.com/store/28310/?pickup=false,"285 Grand Avenue, Brooklyn, NY 11238, USA",Seafood|Seafood boil|Sandwiches|Crab|Salads|Black-Owned,19 - 29,24,2000,4.5,"['Seafood', 'Seafood boil', 'Sandwiches', 'Crab', 'Salads', 'Black-Owned']"
250,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6606371,-73.9503903,1.257168758,Allan’s Bakery,942286,https://www.doordash.com/store/942286/?pickup=false,"1109 Nostrand Ave, Brooklyn, NY 11225, USA",Bakery|Cakes|Pastries|Black Owned,31 - 41,36,1729,4.5,"['Bakery', 'Cakes', 'Pastries', 'Black Owned']"
253,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6744679,-73.950287,0.302201874,Savvy Bistro and Bar,524772,https://www.doordash.com/store/524772/?pickup=false,"710 Nostrand Ave, Brooklyn, NY 11216, USA",Caribbean|Brunch|Burgers|Wraps|Dessert|Black Owned,32 - 42,37,363,4.1,"['Caribbean', 'Brunch', 'Burgers', 'Wraps', 'Dessert', 'Black Owned']"
256,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6772813,-73.95548912,0.273935874,The Crabby Shack,31458,https://www.doordash.com/store/31458/?pickup=false,"613 Franklin Ave, Brooklyn, NY 11238, USA",Crab|Seafood|Black Owned,52 - 62,57,2000,4.4,"['Crab', 'Seafood', 'Black Owned']"
259,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6937586,-73.9647816,1.268683287,Wray's Caribbean and Seafood Cuisine,213751,https://www.doordash.com/store/213751/?pickup=false,"503 Myrtle Ave, Brooklyn, NY 11205, USA",Caribbean|Seafood|Alcohol|Black Owned,43 - 53,48,366,4.2,"['Caribbean', 'Seafood', 'Alcohol', 'Black Owned']"
262,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6745517,-73.9503329,0.296269413,Nostrand Social,1131672,https://www.doordash.com/store/1131672/?pickup=false,"706 Nostrand Ave, Brooklyn, NY 11216, USA",Ribs|Dessert|Salads|Black Owned,27 - 37,32,175,4.3,"['Ribs', 'Dessert', 'Salads', 'Black Owned']"
265,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6782261,-73.9494383,0.077246216,Deep Fryday Chicken,23121772,https://www.doordash.com/store/23121772/?pickup=false,"1306 Atlantic Ave, Brooklyn, NY 11216, USA",Chicken|Fast Food|Comfort Food|Dinner|Sandwiches|American,13 - 23,18,0,0.0,"['Chicken', 'Fast Food', 'Comfort Food', 'Dinner', 'Sandwiches', 'American']"
268,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6750273,-73.9634659,0.719800068,Hokkaido,23083799,https://www.doordash.com/store/23083799/?pickup=false,"770 Washington Ave, Brooklyn, NY 11238, USA",Noodles|Appetizers|Fries|Fruit Tea|Milk Tea,14 - 24,19,2,5.0,"['Noodles', 'Appetizers', 'Fries', 'Fruit Tea', 'Milk Tea']"
271,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6685938,-73.9420567,0.839285981,Ess & Bentch,213772,https://www.doordash.com/store/213772/?pickup=false,"Ess&Bentch, 313 Kingston Ave, Brooklyn, NY 11213, USA",Shawarma|Fries|Burgers,16 - 26,21,4,4.5,"['Shawarma', 'Fries', 'Burgers']"
274,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6720173,-73.977103,1.462526549,Pita Pan,23109945,https://www.doordash.com/store/23109945/?pickup=false,"167 7th Ave, Brooklyn, NY 11215, USA",Panini|Sandwiches|Mediterranean|Vegetarian|Kebabs,23 - 33,28,2,5.0,"['Panini', 'Sandwiches', 'Mediterranean', 'Vegetarian', 'Kebabs']"
277,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6782261,-73.9494383,0.077246216,Hometown Vegan Burgers,23167901,https://www.doordash.com/store/23167901/?pickup=false,"1306 Atlantic Ave, Brooklyn, NY 11216, USA",Vegan|Vegetarian|Burgers|Fast Food|American|Dinner,22 - 32,27,3,3.3,"['Vegan', 'Vegetarian', 'Burgers', 'Fast Food', 'American', 'Dinner']"
280,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6782261,-73.9494383,0.077246216,The Panini Pressery,23142907,https://www.doordash.com/store/23142907/?pickup=false,"1306 Atlantic Ave, Brooklyn, NY 11216, USA",American|Fast Food|Wraps,20 - 30,25,0,0.0,"['American', 'Fast Food', 'Wraps']"
283,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6819868,-73.9770644,1.399621576,Yayo's Latin Cuisine,6937,https://www.doordash.com/store/6937/?pickup=false,"36 5th Ave, Brooklyn, NY 11217, USA",Seafood|Pork|Chicken|Salads|Soup|Quesadillas|Empanadas|Wings|Chicharron|Sausage|Dominican|Cuban|Omelets|Steak|Pancakes|Burgers|Breakfast|Latin American,23 - 33,28,3,5.0,"['Seafood', 'Pork', 'Chicken', 'Salads', 'Soup', 'Quesadillas', 'Empanadas', 'Wings', 'Chicharron', 'Sausage', 'Dominican', 'Cuban', 'Omelets', 'Steak', 'Pancakes', 'Burgers', 'Breakfast', 'Latin American']"
286,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.7000547,-73.9410081,1.5513165,Pasta Hour,23128291,https://www.doordash.com/store/23128291/?pickup=false,"774 Broadway, Brooklyn, NY 11206, USA",Healthy|Vegetarian|American|Italian|Pizza,20 - 30,25,4,5.0,"['Healthy', 'Vegetarian', 'American', 'Italian', 'Pizza']"
289,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.7000547,-73.9410081,1.5513165,Vegan Breakfast Village,23128283,https://www.doordash.com/store/23128283/?pickup=false,"774 Broadway, Brooklyn, NY 11206, USA",Vegan|Breakfast|American|Eggs|Brunch|Healthy,23 - 33,28,1,5.0,"['Vegan', 'Breakfast', 'American', 'Eggs', 'Brunch', 'Healthy']"
292,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.660947,-73.9533178,1.243390416,YKA Restaurant Bar & Grill,23001166,https://www.doordash.com/store/23001166/?pickup=false,"467 Rogers Ave, Brooklyn, NY 11225, USA",Lunch|Fish & Chips|Salads|Wings|Burgers,25 - 35,30,0,0.0,"['Lunch', 'Fish & Chips', 'Salads', 'Wings', 'Burgers']"
295,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.7000242,-73.9410332,1.548895532,You’ll Pasta Away,1522959,https://www.doordash.com/store/1522959/?pickup=false,"774 Broadway, Brooklyn, NY 11206, USA",Salads,24 - 34,29,176,3.3,['Salads']
298,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.7000242,-73.9410332,1.548895532,Get Mac'd,1592457,https://www.doordash.com/store/1592457/?pickup=false,"774 Broadway, Brooklyn, NY 11206, USA",Chicken|Chicken Wings|Salads,23 - 33,28,85,2.9,"['Chicken', 'Chicken Wings', 'Salads']"
301,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.700053,-73.941105,1.549555194,Wake Up Lucky,1532245,https://www.doordash.com/store/1532245/?pickup=false,"Starbucks, 774 Broadway, Brooklyn, NY 11206, USA",Breakfast|Burritos|Sandwiches|Pancakes|French Toast,30 - 40,35,37,4.3,"['Breakfast', 'Burritos', 'Sandwiches', 'Pancakes', 'French Toast']"
304,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.678064,-73.9853707,1.818579613,Fai Bene Ristorante,1298978,https://www.doordash.com/store/1298978/?pickup=false,"255 3rd Ave, Brooklyn, NY 11215, USA",Pizza|Dessert|Chicken|Salads,30 - 40,35,2,5.0,"['Pizza', 'Dessert', 'Chicken', 'Salads']"
307,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6812939,-73.9558706,0.320891774,Crown Fried Chicken,1973090,https://www.doordash.com/store/1973090/?pickup=false,"1147 Fulton St, Brooklyn, NY 11238, USA",Halal|American|Sandwiches|Burgers|Chicken,22-Dec,17,67,4.2,"['Halal', 'American', 'Sandwiches', 'Burgers', 'Chicken']"
310,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6931878,-73.9713947,1.470318166,Kinara Indian Restaurant,114468,https://www.doordash.com/store/114468/?pickup=false,"368 Myrtle Ave, Brooklyn, NY 11205",Indian|Tandoori|Chicken|Seafood|Biryani,25 - 35,30,387,4.5,"['Indian', 'Tandoori', 'Chicken', 'Seafood', 'Biryani']"
313,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6766802,-73.9799635,1.541687668,Namaste,213787,https://www.doordash.com/store/213787/?pickup=false,"Namaste, 195 5th Ave, Brooklyn, NY 11217, USA",Indian|Vegetarian|Seafood|Chicken|Biryani,27 - 37,32,674,4.7,"['Indian', 'Vegetarian', 'Seafood', 'Chicken', 'Biryani']"
316,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6717258,-73.9579098,0.62021001,Memphis Seoul,440469,https://www.doordash.com/store/440469/?pickup=false,"569 Lincoln Pl, Brooklyn, NY 11238, USA",Asian Fusion|Fried Chicken|Alcohol|Pork|Chicken Wings,28 - 38,33,800,4.5,"['Asian Fusion', 'Fried Chicken', 'Alcohol', 'Pork', 'Chicken Wings']"
319,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6808089,-73.9777158,1.423256384,Pizza Secret Neapolitan Food,387851,https://www.doordash.com/store/387851/?pickup=false,"Pizza Secret, 72 5th Ave, Brooklyn, NY 11217, USA",Italian|Pizza,25 - 35,30,633,4.5,"['Italian', 'Pizza']"
322,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6805239,-73.9752208,1.291265632,BKLYN Larder,28979,https://www.doordash.com/store/28979/?pickup=false,"BKLYN Larder, 228 Flatbush Ave, Brooklyn, NY 11217, USA","Sandwiches|Breakfast|Pastries|Bakery|Gourmet Gifts|Breakfast, Salads & Sandwiches|Salads|Meat Shops|Deli|Dessert|Dinner|Breakfast & Brunch|Breakfast and Lunch|Opens daily",36 - 46,41,1213,4.9,"['Sandwiches', 'Breakfast', 'Pastries', 'Bakery', 'Gourmet Gifts', 'Breakfast, Salads & Sandwiches', 'Salads', 'Meat Shops', 'Deli', 'Dessert', 'Dinner', 'Breakfast & Brunch', 'Breakfast and Lunch', 'Opens daily']"
325,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.682501,-73.963331,0.709792834,The Good Batch,313312,https://www.doordash.com/store/313312/?pickup=false,"936 Fulton St, Brooklyn, NY 11238, USA",Bakery|Cookies|Ice Cream,14 - 24,19,382,4.9,"['Bakery', 'Cookies', 'Ice Cream']"
328,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6901211,-73.9818918,1.811852094,Junior's Restaurant,44956,https://www.doordash.com/store/44956/?pickup=false,"386 Flatbush Ave Ext, 386 Flatbush Avenue Extension, Brooklyn, NY 11201, USA",Breakfast|Sandwiches|Dessert|Cakes|Seafood,26 - 36,31,1986,4.6,"['Breakfast', 'Sandwiches', 'Dessert', 'Cakes', 'Seafood']"
331,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6713788,-73.984823,1.861823361,Pastry World Bakery,1591530,https://www.doordash.com/store/1591530/?pickup=false,"374 5th Ave, Brooklyn, NY 11215, USA",Bakery|Coffee & Tea|Cakes|Sandwiches|French Macarons,26 - 36,31,9,4.6,"['Bakery', 'Coffee & Tea', 'Cakes', 'Sandwiches', 'French Macarons']"
334,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6742829,-73.9824414,1.693782401,Terrace restaurant and bakery,1388143,https://www.doordash.com/store/1388143/?pickup=false,"Terrace Restaurant & Bakery, 280 5th Ave, Brooklyn, NY 11215, USA",Bakery|Mexican|Sandwiches|Dessert,33 - 43,38,17,4.7,"['Bakery', 'Mexican', 'Sandwiches', 'Dessert']"
337,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6555826,-73.9596148,1.673185111,Cinnabon,1753651,https://www.doordash.com/store/1753651/?pickup=false,"715 Flatbush Ave, Brooklyn, NY 11226, USA",Breakfast|Sweets|Dessert|Cinnamon Roll|Pickup|Takeout|Ice Coffee|Snacks|Cold Brew|Coffee|Bakery,25 - 35,30,527,4.7,"['Breakfast', 'Sweets', 'Dessert', 'Cinnamon Roll', 'Pickup', 'Takeout', 'Ice Coffee', 'Snacks', 'Cold Brew', 'Coffee', 'Bakery']"
340,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6709649,-73.950616,0.543540553,Lula Bird,524539,https://www.doordash.com/store/524539/?pickup=false,"814 Nostrand Ave, Brooklyn, NY 11216, USA",Chicken|Sandwiches|Salads|Soup,18 - 28,23,2000,4.8,"['Chicken', 'Sandwiches', 'Salads', 'Soup']"
343,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6617279,-73.93160726,1.547614782,Island Trini Burger,132826,https://www.doordash.com/store/132826/?pickup=false,"504 Utica Ave, Brooklyn, NY 11203, USA",Burgers|Salads|Barbecue,26 - 36,31,2000,4.2,"['Burgers', 'Salads', 'Barbecue']"
346,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6776497,-73.9551775,0.249536047,Sushi Tatsu II,213785,https://www.doordash.com/store/213785/?pickup=false,"Sushi Tatsu, 609 Franklin Ave, Brooklyn, NY 11238, USA",Japanese|Sushi|Sashimi|Noodles|Soup,14 - 24,19,1313,4.7,"['Japanese', 'Sushi', 'Sashimi', 'Noodles', 'Soup']"
349,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6801336,-73.9682323,0.92418632,Alta Calidad,133126,https://www.doordash.com/store/133126/?pickup=false,"Alta Calidad, 552 Vanderbilt Ave, Brooklyn, NY 11238, USA",Mexican|Snacks|Tacos,15 - 25,20,1834,4.8,"['Mexican', 'Snacks', 'Tacos']"
352,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.686874,-73.923203,1.542979209,Toad Style,32406,https://www.doordash.com/store/32406/?pickup=false,"Toad Style, 93 Ralph Ave, Brooklyn, NY 11221, USA",Vegan|Mexican|Sandwiches|Dessert|Salads,20 - 30,25,2000,4.6,"['Vegan', 'Mexican', 'Sandwiches', 'Dessert', 'Salads']"
355,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6833128,-73.9382918,0.718999893,Tepache,133187,https://www.doordash.com/store/133187/?pickup=false,"361 Halsey St, Brooklyn, NY 11216, USA",Mexican|Burritos|Tacos|Burgers|Salads,22-Dec,17,786,4.6,"['Mexican', 'Burritos', 'Tacos', 'Burgers', 'Salads']"
