,searched_zipcode,searched_lat,searched_lng,searched_address,searched_state,searched_city,searched_metro,latitude,longitude,distance,loc_name,loc_number,url,address,cuisines,delivery_time_raw,delivery_time,review_count,review_rating,cuisines split
2864,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6784388,-73.9640934,0.703473183,The Bakery on Bergen,1464993,https://www.doordash.com/store/1464993/?pickup=false,"The BAKERY on Bergen, 740 Bergen St, Brooklyn, NY 11238, USA",Bakery|Cupcakes|Cookies|Breakfast|Dessert,21 - 31,26,65,4.3,"['Bakery', 'Cupcakes', 'Cookies', 'Breakfast', 'Dessert']"
2867,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6749542,-73.9817977,1.652493182,Buttermilk Bakeshop,1127474,https://www.doordash.com/store/1127474/?pickup=false,"260 5th Ave, Brooklyn, NY 11215, USA",Bakery|Cookies|Cupcakes|Cakes|Pie,25 - 35,30,154,4.8,"['Bakery', 'Cookies', 'Cupcakes', 'Cakes', 'Pie']"
2873,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6657938,-73.9788726,1.73041764,Parkview Market,1792431,https://www.doordash.com/store/1792431/?pickup=false,"511 9th St, Brooklyn, NY 11215, USA",Convenience|Delis|Beverages,27 - 37,32,11,4.5,"['Convenience', 'Delis', 'Beverages']"
2876,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6796219,-73.9389903,0.614782999,DoorDash Pharmacy,2629455,https://www.doordash.com/store/2629455/?pickup=false,"1548 Fulton St, Brooklyn, NY 11213, USA",Pharmacy|Convenience,25 - 35,30,0,0.0,"['Pharmacy', 'Convenience']"
2879,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6875268,-73.960026,0.775100007,Speedy Romeo,22050,https://www.doordash.com/store/22050/?pickup=false,"376 Classon Ave, Brooklyn, NY 11238, USA",American|Breakfast|Pizza|Sandwiches,43 - 53,48,2000,4.7,"['American', 'Breakfast', 'Pizza', 'Sandwiches']"
2882,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.683171,-73.9201897,1.62527375,First Light Breakfast Cafe,2467074,https://www.doordash.com/store/2467074/?pickup=false,"156 Howard Ave, Brooklyn, NY 11233, USA",Cafe|Breakfast,33 - 43,38,8,4.5,"['Cafe', 'Breakfast']"
2885,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6976924,-73.9313207,1.651163341,Paradise Tacqueria and Birrieria Fl,2854622,https://www.doordash.com/store/2854622/?pickup=false,"941 Willoughby Ave, Brooklyn, NY 11221, USA",Mexican|Tacos,30 - 40,35,4,4.0,"['Mexican', 'Tacos']"
2888,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6861682,-73.9824573,1.740491894,The Breakfast Snob,1592285,https://www.doordash.com/store/1592285/?pickup=false,"455 Atlantic Ave, Brooklyn, NY 11217, USA",Breakfast,31 - 41,36,14,3.4,['Breakfast']
2891,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6877034,-73.9813266,1.718795118,Metro feast,1750052,https://www.doordash.com/store/1750052/?pickup=false,"Metro Feast, 340 Livingston St #1008, Brooklyn, NY 11217, USA",Breakfast|Sandwiches|Dessert|Snacks|Coffee & Tea,29 - 39,34,17,5.0,"['Breakfast', 'Sandwiches', 'Dessert', 'Snacks', 'Coffee & Tea']"
2894,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6702366,-73.9200362,1.711887122,The Mexican Cocina,1644947,https://www.doordash.com/store/1644947/?pickup=false,"1715 St Johns Pl, Brooklyn, NY 11233, USA",Mexican|Tacos|Enchiladas|Burritos|Fajitas,30 - 40,35,51,4.1,"['Mexican', 'Tacos', 'Enchiladas', 'Burritos', 'Fajitas']"
2897,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6682753,-73.919378,1.794959544,Villa castillo restaurant,2535871,https://www.doordash.com/store/2535871/?pickup=false,"Villa Castillo, 1474 Pitkin Ave # A, Brooklyn, NY 11212, USA",Breakfast|Sandwiches|Seafood|Soup|Salads,26 - 36,31,40,4.6,"['Breakfast', 'Sandwiches', 'Seafood', 'Soup', 'Salads']"
2900,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6716015,-73.9365906,0.891285785,All About Breakfast,2732243,https://www.doordash.com/store/2732243/?pickup=false,"234 Troy Ave, Brooklyn, NY 11213, USA",Avocado Toast|Sausage|Bacon Egg & Cheese|Breakfast|Omelets|Burritos|Sandwiches|Coffee,20 - 30,25,0,0.0,"['Avocado Toast', 'Sausage', 'Bacon Egg & Cheese', 'Breakfast', 'Omelets', 'Burritos', 'Sandwiches', 'Coffee']"
2904,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6955789,-73.9327898,1.48894784,2 Chix,1307339,https://www.doordash.com/store/1307339/?pickup=false,"1022 Broadway, Brooklyn, NY 11221, USA",Brunch|Waffles|Toast,34 - 44,39,11,4.8,"['Brunch', 'Waffles', 'Toast']"
2905,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6609777,-73.9615348,1.358438524,Prospect Deli and Smoke Shop,556770,https://www.doordash.com/store/556770/?pickup=false,"41 Lincoln Rd, Brooklyn, NY 11225, USA",American|Sandwiches|Quesadillas|Burgers|Salads,37 - 47,42,60,4.2,"['American', 'Sandwiches', 'Quesadillas', 'Burgers', 'Salads']"
2908,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.69776002,-73.97157407,1.705482305,66S Fusion,312885,https://www.doordash.com/store/312885/?pickup=false,"130 Flushing Ave, Brooklyn, NY 11205, USA",Japanese|Sushi|Fried Rice|Soup|Bento Box,32 - 42,37,186,4.5,"['Japanese', 'Sushi', 'Fried Rice', 'Soup', 'Bento Box']"
2911,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6983294,-73.9711358,1.7214391,Apocalypse Burger,2908624,https://www.doordash.com/store/2908624/?pickup=false,"Hungry House, 141 Flushing Ave Building 77, Brooklyn, NY 11205, USA",Sandwiches|American|Burgers,31 - 41,36,3,4.3,"['Sandwiches', 'American', 'Burgers']"
2914,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6788691,-73.962184,0.60290677,Puerto Viejo,19731,https://www.doordash.com/store/19731/?pickup=false,"Puerto Viejo, 564 Grand Ave, Brooklyn, NY 11238, USA",Dominican|Chicken|Sandwiches|Soup|Dessert,29 - 39,34,839,4.7,"['Dominican', 'Chicken', 'Sandwiches', 'Soup', 'Dessert']"
2917,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.7007688,-73.9428936,1.569517401,Henry’s pizza,1418125,https://www.doordash.com/store/1418125/?pickup=false,"747 Flushing Ave, Brooklyn, NY 11206, USA",Pizza|Gyro,33 - 43,38,5,4.8,"['Pizza', 'Gyro']"
2920,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6917982,-73.9400835,1.053843261,Bait,2496260,https://www.doordash.com/store/2496260/?pickup=false,"358 Kosciuszko St, Brooklyn, NY 11221, USA",Seafood|Fries|Chicken Wings,29 - 39,34,21,4.4,"['Seafood', 'Fries', 'Chicken Wings']"
2923,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6570635,-73.9603877,1.587732976,Home (Flatbush Ave),679300,https://www.doordash.com/store/679300/?pickup=false,"668 Flatbush Ave, Brooklyn, NY 11225, USA",Tacos|Breakfast|Soup|Salads,34 - 44,39,405,4.1,"['Tacos', 'Breakfast', 'Soup', 'Salads']"
2926,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6845926,-73.9838179,1.781390778,Rice & Miso,133128,https://www.doordash.com/store/133128/?pickup=false,"134 Nevins St, Brooklyn, NY 11217, USA",Japanese|Bento Box,39 - 49,44,833,4.9,"['Japanese', 'Bento Box']"
2929,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.69397,-73.9294029,1.528452299,Stella's Pancake Bar,2548384,https://www.doordash.com/store/2548384/?pickup=false,"1117 Broadway, Brooklyn, NY 11221, USA",Pancakes|Omelets|Fries|French Toast,29 - 39,34,5,4.6,"['Pancakes', 'Omelets', 'Fries', 'French Toast']"
2932,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6811169,-73.9221141,1.504884748,BJ Crown Fried Chicken,2477623,https://www.doordash.com/store/2477623/?pickup=false,"245 Ralph Ave, Brooklyn, NY 11233, USA",Pizza|Seafood|Wraps|Chicken|Cakes,29 - 39,34,6,4.2,"['Pizza', 'Seafood', 'Wraps', 'Chicken', 'Cakes']"
2935,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6716015,-73.9365906,0.891285785,LandR deli,918963,https://www.doordash.com/store/918963/?pickup=false,"234 Troy Ave, Brooklyn, NY 11213, USA",Deli,33 - 43,38,33,4.4,['Deli']
2939,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6896738,-73.9775508,1.594809929,Luv-N-Oven Pizza,217060,https://www.doordash.com/store/217060/?pickup=false,"120 Dekalb Ave, Brooklyn, NY 11217, USA",Italian|Pizza|Heroes|Calzones,32 - 42,37,48,4.0,"['Italian', 'Pizza', 'Heroes', 'Calzones']"
2940,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6574453,-73.9311868,1.796260614,Silver's Crust,1005292,https://www.doordash.com/store/1005292/?pickup=false,"Silver's Crust, 660 Utica Ave, Brooklyn, NY 11203, USA",Stew|Chicken|Soup,31 - 41,36,107,4.5,"['Stew', 'Chicken', 'Soup']"
2943,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.7008024,-73.9428069,1.572943683,Ben’s Bagels & Karla‘s Kitchen,2856298,https://www.doordash.com/store/2856298/?pickup=false,"749 Flushing Ave, Brooklyn, NY 11206, USA",Bakery|Bagels,32 - 42,37,0,0.0,"['Bakery', 'Bagels']"
2946,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6819694,-73.9196553,1.639791063,Anmwey LLC,1163408,https://www.doordash.com/store/1163408/?pickup=false,"Anmwey Eatery, 185 Howard Ave, Brooklyn, NY 11233, USA",Haitian|Seafood|Dessert,35 - 45,40,97,4.3,"['Haitian', 'Seafood', 'Dessert']"
2949,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6746454,-73.9814868,1.640052033,Kos Kaffe Roasting House,313125,https://www.doordash.com/store/313125/?pickup=false,"251 5th Ave, Brooklyn, NY 11215, USA",Coffee|Breakfast|Iced Teas|Espresso|Sandwiches,27 - 37,32,55,4.7,"['Coffee', 'Breakfast', 'Iced Teas', 'Espresso', 'Sandwiches']"
2952,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6595039,-73.9473126,1.346962764,Mama Louisa Hero Shop,1877429,https://www.doordash.com/store/1877429/?pickup=false,"609 New York Ave, Brooklyn, NY 11203, USA",Heroes|Breakfast|Salads|Soup|Smoothies,28 - 38,33,37,4.8,"['Heroes', 'Breakfast', 'Salads', 'Soup', 'Smoothies']"
2955,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.683171,-73.9201897,1.62527375,Sip On Smoothie,2467316,https://www.doordash.com/store/2467316/?pickup=false,"156 Howard Ave, Brooklyn, NY 11233, USA",Juice Bar|Smoothies|Salads|Fries,34 - 44,39,39,4.6,"['Juice Bar', 'Smoothies', 'Salads', 'Fries']"
2958,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6931255,-73.9673263,1.31759456,El Cofre,213573,https://www.doordash.com/store/213573/?pickup=false,"454 Myrtle Ave, Brooklyn, NY 11205, USA",Dominican|Latin American|Seafood|Sandwiches|Salads,32 - 42,37,18,4.1,"['Dominican', 'Latin American', 'Seafood', 'Sandwiches', 'Salads']"
2961,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6811454,-73.9741644,1.24094398,Coconana,2832246,https://www.doordash.com/store/2832246/?pickup=false,"53 6th Ave, Brooklyn, NY 11217, USA",Vietnamese|Coffee|Noodles|Sandwiches|Dessert,31 - 41,36,6,4.0,"['Vietnamese', 'Coffee', 'Noodles', 'Sandwiches', 'Dessert']"
2964,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6801805,-73.9610952,0.553742262,Divine Flavored Catering,65035,https://www.doordash.com/store/65035/?pickup=false,"992 Atlantic Ave, Brooklyn, NY 11238, USA",African|Nigerian|Vegan|Soup,28 - 38,33,7,4.3,"['African', 'Nigerian', 'Vegan', 'Soup']"
2967,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.655709,-73.949826,1.598184097,1285 Coffee & Cocktails,2606082,https://www.doordash.com/store/2606082/?pickup=false,"1285 Nostrand Ave., Brooklyn, NY 11226, USA",Chicken|Salads|Fries,29 - 39,34,2,3.0,"['Chicken', 'Salads', 'Fries']"
2970,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.683523,-73.9677843,0.95310387,Sunnyvale Farms Sandwiches,1334688,https://www.doordash.com/store/1334688/?pickup=false,"840 Fulton St, Brooklyn, NY 11238, USA",Bun|Burgers|Chicken Sandwiches|Sandwiches|Fries,24 - 34,29,15,4.1,"['Bun', 'Burgers', 'Chicken Sandwiches', 'Sandwiches', 'Fries']"
2973,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6702366,-73.9200362,1.711887122,Lettuce N Greens,2361220,https://www.doordash.com/store/2361220/?pickup=false,"1715 St Johns Pl, Brooklyn, NY 11233, USA",Salads|Fries|Chicken Wings|Dessert|Seafood,27 - 37,32,0,0.0,"['Salads', 'Fries', 'Chicken Wings', 'Dessert', 'Seafood']"
2976,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.671054,-73.942373,0.691463823,Daughter,2677216,https://www.doordash.com/store/2677216/?pickup=false,"1090 St Johns Pl, Brooklyn, NY 11213, USA",Pastries|Coffee & Tea,26 - 36,31,1,5.0,"['Pastries', 'Coffee & Tea']"
2979,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6706278,-73.9782049,1.549797437,Blue Bottle Coffee,2188490,https://www.doordash.com/store/2188490/?pickup=false,"203 7th Ave, Brooklyn, NY 11215, USA",Cafe|Coffee|Pastries,20 - 30,25,142,4.9,"['Cafe', 'Coffee', 'Pastries']"
2982,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6553422,-73.9533178,1.628791557,Blends By Us,1929875,https://www.doordash.com/store/1929875/?pickup=false,"Blends By Us, 199 Clarkson Ave, Brooklyn, NY 11226, USA",Healthy|Juice Bar|Smoothies,29 - 39,34,5,4.2,"['Healthy', 'Juice Bar', 'Smoothies']"
2985,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6810262,-73.976986,1.386758265,Sweetwaters Coffee & Tea,1219208,https://www.doordash.com/store/1219208/?pickup=false,"Sweetwaters Coffee & Tea 5th Ave. Park Slope, 55 5th Ave, Brooklyn, NY 11217, USA",Coffee & Tea|Sandwiches|Breakfast|Dessert|Cold Brew|Latte|Espresso|Cappuccino|Bagels,20 - 30,25,282,4.9,"['Coffee & Tea', 'Sandwiches', 'Breakfast', 'Dessert', 'Cold Brew', 'Latte', 'Espresso', 'Cappuccino', 'Bagels']"
2988,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.699613,-73.9479256,1.442985455,The Hatch,1423777,https://www.doordash.com/store/1423777/?pickup=false,"630 Flushing Ave, Brooklyn, NY 11206, USA",Jamaican|Caribbean|Chicken|Curry|Wraps,30 - 40,35,0,0.0,"['Jamaican', 'Caribbean', 'Chicken', 'Curry', 'Wraps']"
2991,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6930283,-73.9715932,1.470640323,The Brooklyn Sweet Spot,30715,https://www.doordash.com/store/30715/?pickup=false,"366 Myrtle Ave, Brooklyn, NY 11205, USA",Sweets,32 - 42,37,0,0.0,['Sweets']
2994,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6860887,-73.9731421,1.279336607,The Coffee Bean & Tea Leaf,1124154,https://www.doordash.com/store/1124154/?pickup=false,"5 Greene Ave, Brooklyn, NY 11238, USA",Coffee & Tea|Breakfast|Pastries,18 - 28,23,151,4.9,"['Coffee & Tea', 'Breakfast', 'Pastries']"
2997,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6648633,-73.9368317,1.207395602,Izzy's BBQ Smokehouse,603848,https://www.doordash.com/store/603848/?pickup=false,"397 Troy Ave, Brooklyn, NY 11213, USA",Kosher|Sandwiches|Beer,32 - 42,37,150,4.6,"['Kosher', 'Sandwiches', 'Beer']"
3000,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.682617,-73.9823377,1.679317548,The Bearded Baker,1440941,https://www.doordash.com/store/1440941/?pickup=false,"Eight St Marks Place, 8 St Marks Pl, Brooklyn, NY 11217, USA",Bakery|Vegan|Empanadas,32 - 42,37,3,4.7,"['Bakery', 'Vegan', 'Empanadas']"
3003,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6664848,-73.9505396,0.853091696,ALENbi,312954,https://www.doordash.com/store/312954/?pickup=false,"887 Nostrand Ave, Brooklyn, NY 11225, USA",Israeli cuisine|Middle East|Kosher|Dinner,25 - 35,30,21,4.3,"['Israeli cuisine', 'Middle East', 'Kosher', 'Dinner']"
3006,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6830277,-73.9200548,1.630433314,The Gourmet Burger,1581172,https://www.doordash.com/store/1581172/?pickup=false,"156 Howard Ave, Brooklyn, NY 11233, USA",Gourmet|Burgers|Dessert,33 - 43,38,87,3.5,"['Gourmet', 'Burgers', 'Dessert']"
3009,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6683324,-73.9425427,0.841378809,Sweet expressions,1436563,https://www.doordash.com/store/1436563/?pickup=false,"Sweet Expressions, 310 Kingston Ave, Brooklyn, NY 11213, USA",Sweets|Ice Cream|Cakes|Smoothies|Waffles,30 - 40,35,105,4.4,"['Sweets', 'Ice Cream', 'Cakes', 'Smoothies', 'Waffles']"
3012,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6938575,-73.9556581,1.070411211,Ice Cream House,2632969,https://www.doordash.com/store/2632969/?pickup=false,"873 Bedford Ave, Brooklyn, NY 11205, USA",Dessert|Sweets|Ice Cream|Kosher,26 - 36,31,2,5.0,"['Dessert', 'Sweets', 'Ice Cream', 'Kosher']"
3015,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.697271,-73.958271,1.334626726,Green & Ackerman Bakery,255508,https://www.doordash.com/store/255508/?pickup=false,"Green's Bakery, 65 Franklin Ave, Brooklyn, NY 11205, USA",Kosher|Bakery|Cookies|Pastries|Cakes,31 - 41,36,2,4.5,"['Kosher', 'Bakery', 'Cookies', 'Pastries', 'Cakes']"
3018,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6815969,-73.9570884,0.386427078,Brooklyn Blooms,2813713,https://www.doordash.com/store/2813713/?pickup=false,"1113 Fulton St, Brooklyn, NY 11238, USA",Gift,23 - 33,28,4,5.0,['Gift']
3021,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6677733,-73.9805664,1.742622123,Brew Memories,22949876,https://www.doordash.com/store/22949876/?pickup=false,"295 7th Ave, Brooklyn, NY 11215, USA",Cafe|Bubble Tea|Coffee|Latte|Fruit Tea,38 - 48,43,12,4.2,"['Cafe', 'Bubble Tea', 'Coffee', 'Latte', 'Fruit Tea']"
3024,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6628605,-73.9510755,1.103661201,BK Gourmet Deli,2671009,https://www.doordash.com/store/2671009/?pickup=false,"1040 Nostrand Ave., Brooklyn, NY 11225, USA",Deli|Breakfast|Heroes|Burgers|Salads,35 - 45,40,8,4.8,"['Deli', 'Breakfast', 'Heroes', 'Burgers', 'Salads']"
3027,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6995722,-73.9596518,1.508104705,Brooklyn.bagel Williamsburg,826185,https://www.doordash.com/store/826185/?pickup=false,"7 Heyward St, Brooklyn, NY 11249, USA",Bagels|Coffee|Crepes|Sandwiches|Pizza|Salads,34 - 44,39,9,4.4,"['Bagels', 'Coffee', 'Crepes', 'Sandwiches', 'Pizza', 'Salads']"
3030,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.669268,-73.979972,1.671211111,La Bruschetta Pizza & Pasta,2424235,https://www.doordash.com/store/2424235/?pickup=false,"La Bruschetta Pizza, 256 7th Ave, Brooklyn, NY 11215, USA",Soup|Salads|Pizza,40 - 50,45,0,0.0,"['Soup', 'Salads', 'Pizza']"
3033,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6967186,-73.935071,1.481776227,The Burger Stack,2309549,https://www.doordash.com/store/2309549/?pickup=false,"954 Broadway, Brooklyn, NY 11221, USA",Burgers|Sandwiches|Dessert|Burritos,44 - 54,49,4,4.2,"['Burgers', 'Sandwiches', 'Dessert', 'Burritos']"
3036,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6767869,-73.9838357,1.743129181,green Ivy,2541954,https://www.doordash.com/store/2541954/?pickup=false,"Green Ivy, 244 4th Ave, Brooklyn, NY 11215, USA",Breakfast|Brunch|Juice Bars & Smoothies|Sandwiches|Acai Bowls,31 - 41,36,9,4.9,"['Breakfast', 'Brunch', 'Juice Bars & Smoothies', 'Sandwiches', 'Acai Bowls']"
3039,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6918036,-73.939569,1.068598323,Buy Better Foods,2744054,https://www.doordash.com/store/2744054/?pickup=false,"372 Kosciuszko St, Brooklyn, NY 11221, USA",Grocery|Convenience|Supplements|Healthy,31 - 41,36,1,5.0,"['Grocery', 'Convenience', 'Supplements', 'Healthy']"
3042,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.683171,-73.9201897,1.62527375,Wraps On Tap,2466349,https://www.doordash.com/store/2466349/?pickup=false,"156 Howard Ave, Brooklyn, NY 11233, USA",Wraps|Sandwiches|Salads,32 - 42,37,5,4.6,"['Wraps', 'Sandwiches', 'Salads']"
3045,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6967186,-73.935071,1.481776227,The Village Breakfast,1612780,https://www.doordash.com/store/1612780/?pickup=false,"954 Broadway, Brooklyn, NY 11221, USA",Breakfast|Sandwiches|Dessert|Bagels|Eggs,40 - 50,45,12,2.8,"['Breakfast', 'Sandwiches', 'Dessert', 'Bagels', 'Eggs']"
3048,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6576731,-73.9500689,1.462209238,Veggies Natural Juice Bar & Cafe,214093,https://www.doordash.com/store/214093/?pickup=false,"Veggies Natural juice bar and cafe, 1209 Nostrand Ave., Brooklyn, NY 11225, USA",Juice Bar|Cafe|Smoothies|Black-Owned|Breakfast|Soup,33 - 43,38,28,4.5,"['Juice Bar', 'Cafe', 'Smoothies', 'Black-Owned', 'Breakfast', 'Soup']"
3051,11219,40.6310753,-73.9976946,"4701 15th Ave, Brooklyn, NY 11219, USA",NY,Brooklyn,NY,40.6643766,-73.9805531,1.856974433,new yummy taco,1031611,https://www.doordash.com/store/1031611/?pickup=false,"New Yummy Taco, 1106 8th Ave, Brooklyn, NY 11215, USA",Mexican|Quesadillas|Burritos|Nachos|Tostadas,46 - 56,51,234,4.6,"['Mexican', 'Quesadillas', 'Burritos', 'Nachos', 'Tostadas']"
3054,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.6966856,-73.9351145,1.478617538,The Mexican Taqueria,1612761,https://www.doordash.com/store/1612761/?pickup=false,"954 Broadway, Brooklyn, NY 11221, USA",Mexican|Quesadillas|Dessert,41 - 51,46,60,4.5,"['Mexican', 'Quesadillas', 'Dessert']"
3058,10003,40.7324733,-73.98738,"41 Cooper Square, 7 E 7th St, New York, NY 10003, USA",NY,New York,NY,40.683721,-73.9230264,1.487610433,Greedi Kitchen,773901,https://www.doordash.com/store/773901/?pickup=false,"Greedi Kitchen / Greedi Vegan Bed Stuy, 180 Ralph Ave, Brooklyn, NY 11233, USA",Black-Owned|Breakfast|Sandwiches,44 - 54,49,217,4.7,"['Black-Owned', 'Breakfast', 'Sandwiches']"
3059,11216,40.6788319,-73.9506774,"300 Madison St, Brooklyn, NY 11216, USA",NY,Brooklyn,NY,40.6861682,-73.9824573,1.740491894,Prima Panini Bar,1662573,https://www.doordash.com/store/1662573/?pickup=false,"455 Atlantic Ave, Brooklyn, NY 11217, USA",Salads|Dessert,39 - 49,44,4,4.0,"['Salads', 'Dessert']"
